7.06


15.97	7.11

-201.66	7.05

26.78	7.05

-274.20	7.03

37.58	7.13

-146.09	7.06

-95.16	7.07

37.58	7.01

-278.83	7.04

76.17	7.06

-261.85	7.06

9.80	7.05

-116.77	7.12

-163.07	6.92

23.69	7.03

-283.46	6.99

73.08	7.15

-210.92	7.05

-24.16	7.04

-50.40	7.06

-159.98	7.00

57.65	7.02

-294.27	7.06

54.56	7.08

-155.35	7.06

-61.20	7.04

-50.40	7.06

-230.98	7.05

34.50	7.12

-271.11	6.97

59.19	7.08

-180.05	7.07

-87.44	7.03

-8.72	7.06

-249.50	6.93

60.74	7.05

-229.44	7.08

17.52	7.09

-150.72	7.04

-135.29	7.01

20.60	7.16

-285.00	7.09

93.15	7.01

-227.90	7.01

40.67	7.16

-76.63	7.03

-161.53	7.05

31.41	6.95

-249.50	7.08

62.28	7.08

-214.00	6.92

-44.22	7.07

-62.74	7.10

-220.18	6.87

19.06	7.06

-275.74	7.11

49.93	7.08

-173.87	7.04

-72.00	7.02

11.34	6.99

-234.07	7.10

77.71	7.03

-251.05	7.03

19.06	7.08

-144.55	7.08

-115.22	7.08

22.15	7.08

-274.20	7.04

99.32	7.05

-252.59	7.04

15.97	6.99

-76.63	7.04

-184.68	7.13

20.60	7.06

-252.59	6.99

56.10	7.07

-201.66	7.02

-17.98	7.08

-42.68	6.99

-207.83	7.12

43.76	7.05

-241.79	7.05

9.80	7.00

-146.09	7.14

-102.87	7.05

14.43	7.03

-258.77	7.11

79.26	7.08

-257.22	7.02

-2.55	7.03

-104.42	6.99

-135.29	6.99

66.91	7.07

-268.03	6.90

73.08	6.99

-200.11	6.99

-11.81	7.09

-61.20	7.00

-204.74	7.08

65.37	7.02

-255.68	6.97

49.93	7.08

-187.77	7.06

-102.87	7.06

15.97	7.06

-275.74	6.99

90.06	7.01

-251.05	7.52

-8.72	6.99

-104.42	7.01

-119.85	7.04

42.21	7.04

-224.81	7.03

73.08	7.06

-195.48	7.12

-65.83	7.03

-21.07	6.99

-240.24	7.03

42.21	7.02

-269.57	7.01

31.41	7.01

-155.35	7.01

-99.79	7.00

11.34	7.02

-300.44	7.00

80.80	7.02

-232.53	7.13

-22.61	7.00

-76.63	6.98

-217.09	7.04

31.41	7.11

-257.22	6.99

53.02	7.11

-190.85	6.85

-82.81	6.99

-7.18	6.98

-268.03	7.01

82.34	7.01

-238.70	7.00

6.71	7.08

-116.77	6.87

-166.16	7.02

53.02	6.96

-271.11	7.03

71.54	7.01

-201.66	7.08

-42.68	6.99

-14.90	6.90

-234.07	7.02

82.34	6.95

-263.40	7.01

19.06	6.93

-105.96	7.00

-147.63	7.02

39.13	6.99

-285.00	6.92

1
